index,date,n
1295,200407,28
1305,200407,2
1306,200407,17
1307,200407,14
1308,200407,2
1312,200407,1
1318,200407,6
1319,200407,1
1328,200407,10
1330,200407,1
1331,200407,1
1338,200407,1
1339,200407,1
1347,200407,1
1351,200407,1
1352,200407,1
1355,200407,1
1356,200407,1
1358,200407,1
1363,200407,1
1364,200407,3
1369,200407,2
1750,200407,1
1756,200407,1
33,200408,1
45,200408,1
46,200408,6
72,200408,5
73,200408,1
79,200408,1
91,200408,3
130,200408,1
141,200408,1
169,200408,1
186,200408,1
249,200408,1
254,200408,2
270,200408,1
272,200408,3
276,200408,9
277,200408,2
294,200408,1
295,200408,1
299,200408,1
301,200408,1
302,200408,1
317,200408,2
321,200408,2
340,200408,1
348,200408,1
360,200408,1
431,200408,5
479,200408,2
482,200408,1
494,200408,3
524,200408,1
554,200408,3
576,200408,1
590,200408,1
609,200408,1
644,200408,11
651,200408,1
653,200408,2
665,200408,1
676,200408,1
688,200408,1
691,200408,2
692,200408,4
713,200408,3
718,200408,7
719,200408,2
744,200408,4
745,200408,1
767,200408,2
770,200408,1
772,200408,1
794,200408,9
797,200408,2
799,200408,1
803,200408,1
819,200408,5
820,200408,1
845,200408,1
870,200408,1
874,200408,1
875,200408,2
880,200408,1
899,200408,2
905,200408,2
925,200408,1
929,200408,3
947,200408,6
953,200408,1
954,200408,9
956,200408,1
969,200408,1
973,200408,1
978,200408,1
979,200408,4
980,200408,1
994,200408,2
999,200408,4
1002,200408,2
1004,200408,2
1005,200408,1
1022,200408,1
1023,200408,1
1028,200408,2
1030,200408,1
1042,200408,1
1044,200408,1
1045,200408,4
1046,200408,2
1047,200408,1
1050,200408,3
1051,200408,2
1065,200408,1
1067,200408,4
1069,200408,1
1071,200408,1
1072,200408,18
1073,200408,3
1074,200408,4
1089,200408,1
1090,200408,4
1091,200408,1
1092,200408,4
1093,200408,1
1094,200408,16
1095,200408,3
1097,200408,1
1109,200408,1
1112,200408,8
1114,200408,2
1116,200408,2
1117,200408,2
1118,200408,1
1133,200408,5
1134,200408,4
1135,200408,2
1138,200408,1
1152,200408,1
1155,200408,5
1156,200408,7
1157,200408,7
1158,200408,1
1159,200408,3
1160,200408,2
1163,200408,1
1176,200408,1
1177,200408,15
1178,200408,21
1179,200408,13
1180,200408,1
1194,200408,2
1195,200408,1
1196,200408,6
1197,200408,16
1198,200408,27
1199,200408,12
1200,200408,1
1213,200408,2
1214,200408,5
1215,200408,16
1216,200408,44
1217,200408,31
1218,200408,4
1220,200408,4
1227,200408,1
1228,200408,4
1229,200408,14
1230,200408,47
1231,200408,24
1232,200408,9
1233,200408,1
1236,200408,1
1242,200408,12
1243,200408,26
1244,200408,89
1245,200408,4
1247,200408,1
1248,200408,1
1249,200408,1
1256,200408,9
1257,200408,50
1258,200408,24
1259,200408,15
1261,200408,1
1270,200408,8
1271,200408,42
1272,200408,12
1273,200408,3
1274,200408,1
1282,200408,40
1283,200408,32
1284,200408,12
1294,200408,47
1295,200408,29
1305,200408,4
1306,200408,19
1307,200408,16
1309,200408,1
1310,200408,1
1318,200408,7
1319,200408,9
1328,200408,8
1329,200408,1
1338,200408,1
1347,200408,1
1355,200408,1
1357,200408,1
1359,200408,1
1362,200408,1
1363,200408,1
1364,200408,11
1367,200408,1
1369,200408,1
1708,200408,1
1719,200408,1
37,200502,1
46,200502,7
52,200502,2
54,200502,3
65,200502,1
66,200502,1
69,200502,1
72,200502,2
82,200502,15
84,200502,1
89,200502,1
91,200502,3
110,200502,11
122,200502,1
127,200502,3
133,200502,1
210,200502,1
212,200502,1
228,200502,1
230,200502,1
250,200502,1
253,200502,1
254,200502,21
255,200502,1
256,200502,2
257,200502,1
272,200502,3
276,200502,25
277,200502,8
278,200502,3
294,200502,2
295,200502,2
299,200502,35
300,200502,2
317,200502,9
321,200502,5
322,200502,1
340,200502,1
345,200502,1
358,200502,1
383,200502,1
388,200502,1
435,200502,1
436,200502,1
437,200502,1
483,200502,2
535,200502,1
554,200502,2
562,200502,1
643,200502,1
692,200502,1
696,200502,1
713,200502,1
718,200502,12
744,200502,2
745,200502,1
749,200502,1
767,200502,3
770,200502,2
777,200502,1
794,200502,1
819,200502,11
828,200502,1
923,200502,1
929,200502,1
947,200502,2
954,200502,4
956,200502,1
978,200502,1
979,200502,3
980,200502,1
999,200502,2
1004,200502,4
1005,200502,1
1021,200502,1
1023,200502,2
1042,200502,1
1045,200502,1
1048,200502,1
1050,200502,1
1051,200502,7
1067,200502,1
1068,200502,1
1071,200502,1
1072,200502,2
1073,200502,1
1074,200502,2
1091,200502,1
1092,200502,1
1094,200502,2
1095,200502,1
1109,200502,2
1112,200502,2
1114,200502,1
1134,200502,3
1136,200502,1
1137,200502,1
1153,200502,1
1155,200502,1
1156,200502,9
1157,200502,3
1159,200502,1
1160,200502,1
1161,200502,1
1177,200502,3
1178,200502,4
1179,200502,3
1194,200502,3
1197,200502,8
1198,200502,6
1199,200502,2
1213,200502,1
1214,200502,2
1215,200502,14
1216,200502,20
1217,200502,2
1228,200502,1
1229,200502,7
1230,200502,36
1231,200502,10
1233,200502,2
1242,200502,6
1243,200502,12
1244,200502,34
1245,200502,5
1256,200502,2
1257,200502,24
1258,200502,10
1259,200502,3
1270,200502,1
1271,200502,14
1272,200502,7
1273,200502,2
1274,200502,1
1282,200502,25
1283,200502,19
1284,200502,1
1294,200502,43
1295,200502,8
1296,200502,1
1305,200502,3
1306,200502,1
1307,200502,1
1318,200502,3
1319,200502,1
1328,200502,3
1364,200502,1
30,200410,1
45,200410,1
46,200410,3
55,200410,1
58,200410,1
71,200410,1
72,200410,1
127,200410,3
186,200410,1
207,200410,2
211,200410,2
216,200410,1
254,200410,1
272,200410,1
277,200410,2
294,200410,1
295,200410,2
299,200410,9
315,200410,1
321,200410,2
323,200410,1
369,200410,1
373,200410,2
388,200410,1
414,200410,1
431,200410,5
434,200410,1
479,200410,8
502,200410,1
523,200410,3
524,200410,1
554,200410,5
579,200410,1
593,200410,1
602,200410,1
633,200410,3
644,200410,1
651,200410,2
660,200410,1
687,200410,1
692,200410,3
715,200410,1
718,200410,6
720,200410,1
741,200410,1
766,200410,2
767,200410,8
794,200410,15
819,200410,6
828,200410,1
847,200410,1
879,200410,1
884,200410,1
929,200410,1
946,200410,1
950,200410,1
951,200410,2
953,200410,1
954,200410,7
969,200410,3
975,200410,2
978,200410,1
979,200410,3
997,200410,1
999,200410,3
1001,200410,2
1002,200410,1
1003,200410,1
1004,200410,1
1005,200410,2
1023,200410,1
1026,200410,3
1027,200410,2
1028,200410,1
1045,200410,2
1046,200410,2
1047,200410,1
1048,200410,4
1049,200410,3
1050,200410,10
1051,200410,1
1067,200410,2
1069,200410,3
1071,200410,4
1072,200410,14
1073,200410,2
1074,200410,1
1089,200410,6
1090,200410,1
1091,200410,2
1092,200410,2
1093,200410,3
1094,200410,8
1095,200410,3
1097,200410,1
1109,200410,1
1112,200410,21
1115,200410,3
1116,200410,2
1117,200410,3
1118,200410,1
1131,200410,1
1132,200410,1
1134,200410,4
1135,200410,13
1136,200410,5
1138,200410,4
1139,200410,3
1155,200410,3
1156,200410,11
1157,200410,11
1158,200410,2
1159,200410,4
1160,200410,1
1174,200410,1
1175,200410,1
1177,200410,16
1178,200410,13
1179,200410,11
1180,200410,1
1185,200410,1
1194,200410,1
1195,200410,2
1196,200410,6
1197,200410,26
1198,200410,26
1199,200410,18
1200,200410,2
1213,200410,1
1214,200410,4
1215,200410,26
1216,200410,45
1217,200410,29
1218,200410,2
1220,200410,4
1228,200410,6
1229,200410,27
1230,200410,42
1231,200410,20
1232,200410,19
1233,200410,1
1234,200410,1
1242,200410,13
1243,200410,27
1244,200410,84
1245,200410,11
1246,200410,1
1247,200410,3
1256,200410,10
1257,200410,47
1258,200410,28
1259,200410,9
1270,200410,9
1271,200410,46
1272,200410,15
1273,200410,1
1282,200410,52
1283,200410,51
1284,200410,9
1285,200410,1
1286,200410,1
1294,200410,48
1295,200410,31
1296,200410,2
1305,200410,9
1306,200410,19
1307,200410,12
1308,200410,2
1317,200410,4
1318,200410,8
1319,200410,5
1322,200410,1
1328,200410,7
1329,200410,3
1338,200410,2
1355,200410,1
1356,200410,1
1362,200410,1
1364,200410,2
1367,200410,2
1546,200410,1
1719,200410,1
1823,200410,1
25,200414,1
45,200414,1
46,200414,2
48,200414,1
55,200414,1
56,200414,1
72,200414,7
73,200414,1
78,200414,1
82,200414,2
90,200414,2
91,200414,3
110,200414,2
111,200414,1
141,200414,2
148,200414,2
169,200414,1
191,200414,1
194,200414,1
205,200414,1
228,200414,1
232,200414,1
250,200414,1
253,200414,1
254,200414,2
272,200414,2
273,200414,1
276,200414,1
277,200414,3
295,200414,2
296,200414,1
299,200414,8
317,200414,1
318,200414,1
323,200414,1
364,200414,1
431,200414,9
443,200414,1
454,200414,1
460,200414,1
479,200414,3
505,200414,1
514,200414,2
530,200414,1
554,200414,7
560,200414,1
580,200414,1
608,200414,1
635,200414,3
651,200414,2
653,200414,1
680,200414,8
691,200414,1
692,200414,1
714,200414,3
715,200414,1
718,200414,2
725,200414,1
726,200414,1
741,200414,1
742,200414,1
752,200414,1
766,200414,1
767,200414,5
770,200414,1
779,200414,1
783,200414,2
793,200414,1
794,200414,5
803,200414,1
818,200414,1
819,200414,12
823,200414,1
851,200414,1
876,200414,1
880,200414,2
895,200414,1
929,200414,2
947,200414,5
951,200414,4
954,200414,3
955,200414,1
975,200414,2
982,200414,1
995,200414,1
998,200414,3
999,200414,3
1004,200414,1
1009,200414,1
1023,200414,1
1026,200414,1
1027,200414,1
1045,200414,2
1050,200414,1
1051,200414,3
1067,200414,4
1071,200414,1
1072,200414,7
1073,200414,2
1074,200414,1
1088,200414,1
1091,200414,2
1093,200414,2
1094,200414,4
1095,200414,3
1109,200414,1
1112,200414,17
1113,200414,1
1114,200414,1
1117,200414,2
1123,200414,1
1133,200414,2
1134,200414,4
1135,200414,2
1136,200414,4
1137,200414,1
1155,200414,8
1156,200414,8
1157,200414,4
1158,200414,1
1159,200414,1
1160,200414,1
1162,200414,1
1177,200414,11
1178,200414,6
1179,200414,5
1180,200414,2
1194,200414,1
1195,200414,1
1196,200414,3
1197,200414,20
1198,200414,17
1199,200414,12
1200,200414,1
1201,200414,6
1213,200414,1
1214,200414,7
1215,200414,22
1216,200414,28
1217,200414,21
1218,200414,4
1229,200414,13
1230,200414,42
1231,200414,16
1232,200414,8
1233,200414,1
1242,200414,9
1243,200414,10
1244,200414,56
1245,200414,7
1246,200414,1
1256,200414,4
1257,200414,31
1258,200414,29
1259,200414,8
1261,200414,1
1270,200414,6
1271,200414,33
1272,200414,18
1273,200414,1
1276,200414,1
1282,200414,22
1283,200414,33
1284,200414,10
1294,200414,48
1295,200414,14
1296,200414,1
1305,200414,3
1306,200414,9
1307,200414,9
1317,200414,1
1318,200414,4
1319,200414,3
1328,200414,2
1355,200414,1
1357,200414,1
1363,200414,1
1364,200414,3
1369,200414,2
1973,200414,1
46,200411,2
72,200411,1
73,200411,1
127,200411,1
135,200411,1
232,200411,1
239,200411,1
245,200411,1
254,200411,4
276,200411,3
277,200411,1
278,200411,1
299,200411,4
317,200411,1
322,200411,2
365,200411,1
431,200411,6
454,200411,1
514,200411,1
549,200411,1
554,200411,12
644,200411,2
662,200411,1
680,200411,1
691,200411,1
696,200411,1
715,200411,1
717,200411,3
718,200411,3
719,200411,1
741,200411,1
744,200411,1
767,200411,5
769,200411,2
770,200411,3
793,200411,1
794,200411,6
802,200411,1
818,200411,1
819,200411,3
875,200411,1
876,200411,2
880,200411,1
901,200411,1
929,200411,3
944,200411,2
951,200411,8
954,200411,8
969,200411,1
973,200411,1
975,200411,3
979,200411,1
980,200411,1
994,200411,1
997,200411,4
1001,200411,2
1002,200411,1
1004,200411,5
1005,200411,1
1022,200411,1
1030,200411,1
1044,200411,5
1045,200411,1
1046,200411,1
1049,200411,1
1050,200411,5
1051,200411,2
1067,200411,4
1070,200411,1
1071,200411,1
1072,200411,11
1073,200411,1
1074,200411,5
1089,200411,2
1090,200411,1
1091,200411,2
1092,200411,1
1093,200411,3
1094,200411,5
1095,200411,4
1097,200411,1
1111,200411,1
1112,200411,13
1115,200411,1
1116,200411,1
1117,200411,5
1133,200411,3
1134,200411,1
1136,200411,1
1137,200411,1
1139,200411,2
1150,200411,1
1152,200411,2
1155,200411,4
1156,200411,1
1157,200411,10
1158,200411,3
1159,200411,1
1160,200411,2
1174,200411,1
1175,200411,1
1177,200411,2
1178,200411,11
1179,200411,7
1180,200411,4
1185,200411,1
1197,200411,11
1198,200411,12
1199,200411,6
1200,200411,1
1213,200411,1
1214,200411,2
1215,200411,16
1216,200411,32
1217,200411,7
1218,200411,3
1219,200411,1
1220,200411,4
1228,200411,1
1229,200411,4
1230,200411,29
1231,200411,11
1232,200411,3
1233,200411,1
1236,200411,1
1242,200411,10
1243,200411,19
1244,200411,63
1245,200411,3
1246,200411,1
1256,200411,7
1257,200411,32
1258,200411,24
1259,200411,9
1261,200411,1
1270,200411,5
1271,200411,26
1272,200411,16
1275,200411,1
1282,200411,36
1283,200411,24
1284,200411,6
1285,200411,1
1294,200411,34
1295,200411,11
1305,200411,2
1306,200411,16
1307,200411,6
1317,200411,1
1318,200411,2
1319,200411,2
1321,200411,1
1328,200411,6
1338,200411,3
1347,200411,1
1348,200411,1
1350,200411,1
1363,200411,1
1364,200411,2
1719,200411,2
1755,200411,1
33,200412,1
46,200412,5
72,200412,2
90,200412,2
217,200412,1
228,200412,1
249,200412,1
254,200412,7
272,200412,2
276,200412,10
277,200412,1
294,200412,1
295,200412,2
299,200412,6
317,200412,1
321,200412,2
322,200412,1
324,200412,1
340,200412,1
341,200412,1
364,200412,2
431,200412,1
454,200412,1
479,200412,3
483,200412,1
554,200412,3
680,200412,1
686,200412,1
713,200412,1
718,200412,2
719,200412,2
767,200412,1
769,200412,2
791,200412,1
794,200412,6
803,200412,1
819,200412,3
846,200412,1
904,200412,2
905,200412,1
919,200412,2
929,200412,1
949,200412,1
954,200412,5
969,200412,1
970,200412,2
973,200412,1
975,200412,1
998,200412,1
999,200412,4
1001,200412,1
1002,200412,1
1004,200412,5
1005,200412,1
1023,200412,2
1025,200412,1
1026,200412,1
1028,200412,2
1030,200412,2
1045,200412,1
1050,200412,1
1052,200412,1
1067,200412,1
1072,200412,14
1073,200412,3
1074,200412,1
1075,200412,1
1089,200412,3
1090,200412,1
1092,200412,2
1093,200412,2
1094,200412,1
1095,200412,3
1112,200412,5
1115,200412,1
1117,200412,1
1134,200412,6
1135,200412,3
1136,200412,2
1137,200412,1
1138,200412,1
1139,200412,1
1153,200412,1
1155,200412,7
1156,200412,7
1157,200412,8
1158,200412,1
1161,200412,1
1176,200412,3
1177,200412,13
1178,200412,15
1179,200412,8
1180,200412,2
1194,200412,1
1195,200412,3
1196,200412,1
1197,200412,14
1198,200412,20
1199,200412,2
1203,200412,1
1214,200412,4
1215,200412,16
1216,200412,23
1217,200412,10
1220,200412,3
1228,200412,2
1229,200412,16
1230,200412,52
1231,200412,18
1232,200412,3
1233,200412,4
1242,200412,5
1243,200412,20
1244,200412,59
1245,200412,10
1246,200412,1
1256,200412,3
1257,200412,45
1258,200412,21
1259,200412,7
1270,200412,5
1271,200412,33
1272,200412,25
1274,200412,1
1282,200412,46
1283,200412,33
1284,200412,10
1285,200412,2
1294,200412,52
1295,200412,22
1305,200412,4
1306,200412,23
1307,200412,5
1309,200412,1
1317,200412,1
1318,200412,3
1319,200412,2
1320,200412,1
1328,200412,4
1338,200412,1
1339,200412,1
1347,200412,1
1349,200412,1
1355,200412,1
1363,200412,2
1364,200412,2
1369,200412,1
45,200413,1
46,200413,2
58,200413,1
72,200413,5
82,200413,1
91,200413,3
110,200413,2
121,200413,1
141,200413,1
209,200413,1
233,200413,1
245,200413,2
251,200413,2
254,200413,2
272,200413,1
276,200413,4
277,200413,1
295,200413,2
298,200413,1
299,200413,5
315,200413,1
316,200413,1
317,200413,2
318,200413,1
340,200413,1
344,200413,1
388,200413,1
431,200413,1
433,200413,2
443,200413,1
454,200413,2
470,200413,1
479,200413,2
509,200413,2
520,200413,1
554,200413,6
572,200413,1
635,200413,2
651,200413,1
653,200413,1
679,200413,1
680,200413,5
687,200413,1
709,200413,1
715,200413,1
717,200413,1
718,200413,2
719,200413,5
741,200413,1
744,200413,1
745,200413,4
766,200413,1
767,200413,2
794,200413,9
818,200413,1
819,200413,5
822,200413,1
836,200413,1
844,200413,1
845,200413,1
870,200413,1
880,200413,1
899,200413,1
924,200413,1
925,200413,1
939,200413,1
945,200413,1
949,200413,2
951,200413,2
952,200413,1
954,200413,4
955,200413,1
969,200413,1
970,200413,1
997,200413,3
998,200413,1
999,200413,3
1001,200413,1
1004,200413,3
1023,200413,1
1026,200413,1
1030,200413,2
1044,200413,2
1045,200413,1
1047,200413,1
1049,200413,1
1050,200413,4
1051,200413,7
1067,200413,2
1071,200413,4
1072,200413,9
1073,200413,2
1077,200413,1
1089,200413,4
1090,200413,3
1091,200413,4
1092,200413,2
1093,200413,2
1094,200413,6
1095,200413,1
1096,200413,1
1109,200413,2
1111,200413,2
1112,200413,9
1115,200413,1
1117,200413,7
1123,200413,2
1133,200413,2
1134,200413,13
1135,200413,8
1136,200413,2
1145,200413,1
1155,200413,7
1156,200413,11
1157,200413,8
1158,200413,3
1159,200413,2
1161,200413,1
1177,200413,26
1178,200413,15
1179,200413,11
1180,200413,2
1182,200413,1
1189,200413,1
1194,200413,1
1196,200413,6
1197,200413,51
1198,200413,20
1199,200413,9
1213,200413,1
1214,200413,4
1215,200413,25
1216,200413,39
1217,200413,14
1218,200413,4
1220,200413,2
1228,200413,1
1229,200413,26
1230,200413,53
1231,200413,23
1232,200413,5
1233,200413,2
1242,200413,10
1243,200413,27
1244,200413,64
1245,200413,3
1246,200413,1
1248,200413,1
1256,200413,10
1257,200413,43
1258,200413,23
1259,200413,15
1261,200413,1
1270,200413,8
1271,200413,39
1272,200413,14
1282,200413,51
1283,200413,26
1284,200413,4
1294,200413,64
1295,200413,31
1296,200413,2
1305,200413,4
1306,200413,22
1307,200413,10
1308,200413,1
1318,200413,13
1319,200413,3
1320,200413,1
1328,200413,1
1719,200413,2
1823,200413,1
45,200415,1
46,200415,10
54,200415,1
68,200415,1
72,200415,4
90,200415,1
91,200415,1
104,200415,1
109,200415,1
110,200415,2
127,200415,2
143,200415,2
159,200415,2
168,200415,2
183,200415,2
190,200415,1
210,200415,1
211,200415,1
229,200415,1
254,200415,5
272,200415,1
275,200415,1
276,200415,10
277,200415,4
295,200415,2
299,200415,25
317,200415,2
321,200415,2
322,200415,1
323,200415,1
339,200415,1
344,200415,1
351,200415,1
358,200415,1
365,200415,1
367,200415,1
386,200415,2
410,200415,2
431,200415,6
433,200415,1
436,200415,1
454,200415,1
504,200415,1
535,200415,1
554,200415,10
556,200415,1
590,200415,1
607,200415,1
609,200415,1
610,200415,1
618,200415,1
634,200415,1
639,200415,1
644,200415,3
653,200415,1
660,200415,1
662,200415,1
677,200415,1
680,200415,3
688,200415,1
692,200415,3
699,200415,1
704,200415,1
705,200415,1
713,200415,2
714,200415,2
718,200415,6
719,200415,1
744,200415,2
745,200415,2
767,200415,4
768,200415,1
770,200415,1
785,200415,1
794,200415,6
797,200415,1
819,200415,4
832,200415,1
852,200415,2
874,200415,1
876,200415,1
878,200415,1
880,200415,2
904,200415,1
922,200415,2
927,200415,1
929,200415,5
947,200415,2
949,200415,1
951,200415,2
954,200415,9
955,200415,1
958,200415,1
969,200415,1
978,200415,2
979,200415,4
980,200415,2
986,200415,1
995,200415,3
997,200415,1
999,200415,6
1001,200415,1
1002,200415,1
1004,200415,7
1005,200415,1
1009,200415,1
1023,200415,3
1024,200415,1
1025,200415,1
1026,200415,2
1027,200415,1
1030,200415,1
1044,200415,1
1045,200415,2
1046,200415,1
1048,200415,2
1050,200415,5
1051,200415,4
1066,200415,2
1067,200415,3
1068,200415,1
1069,200415,2
1071,200415,7
1072,200415,19
1073,200415,6
1074,200415,7
1087,200415,1
1088,200415,2
1089,200415,1
1090,200415,4
1092,200415,3
1093,200415,3
1094,200415,5
1095,200415,5
1096,200415,1
1111,200415,2
1112,200415,12
1113,200415,1
1114,200415,1
1115,200415,2
1117,200415,2
1123,200415,1
1127,200415,1
1132,200415,1
1133,200415,2
1134,200415,10
1135,200415,5
1136,200415,2
1137,200415,3
1138,200415,2
1139,200415,2
1140,200415,1
1152,200415,2
1153,200415,1
1155,200415,11
1156,200415,7
1157,200415,8
1158,200415,3
1159,200415,2
1160,200415,3
1161,200415,1
1163,200415,1
1176,200415,1
1177,200415,23
1178,200415,23
1179,200415,8
1180,200415,3
1194,200415,3
1196,200415,7
1197,200415,35
1198,200415,19
1199,200415,9
1200,200415,2
1202,200415,3
1207,200415,1
1213,200415,3
1214,200415,6
1215,200415,32
1216,200415,48
1217,200415,15
1218,200415,5
1220,200415,5
1228,200415,4
1229,200415,37
1230,200415,41
1231,200415,13
1232,200415,11
1233,200415,2
1242,200415,12
1243,200415,25
1244,200415,72
1245,200415,15
1255,200415,1
1256,200415,7
1257,200415,64
1258,200415,34
1259,200415,8
1261,200415,1
1270,200415,11
1271,200415,48
1272,200415,29
1273,200415,2
1282,200415,48
1283,200415,53
1284,200415,17
1285,200415,1
1294,200415,59
1295,200415,34
1298,200415,1
1305,200415,4
1306,200415,28
1307,200415,9
1310,200415,1
1318,200415,12
1319,200415,4
1325,200415,1
1328,200415,8
1329,200415,1
1345,200415,1
1349,200415,1
1355,200415,1
1357,200415,1
1358,200415,1
1363,200415,2
1364,200415,1
1368,200415,1
1369,200415,1
1675,200415,1
25,200416,2
33,200416,1
46,200416,2
55,200416,1
56,200416,1
69,200416,1
72,200416,6
79,200416,1
90,200416,1
91,200416,6
101,200416,1
110,200416,2
111,200416,2
127,200416,3
131,200416,1
141,200416,1
183,200416,1
190,200416,1
211,200416,1
233,200416,1
251,200416,1
254,200416,7
272,200416,1
276,200416,7
277,200416,3
278,200416,1
294,200416,1
295,200416,5
299,200416,10
300,200416,1
317,200416,2
319,200416,1
344,200416,2
361,200416,1
363,200416,1
388,200416,1
431,200416,1
434,200416,1
454,200416,1
479,200416,1
491,200416,2
528,200416,2
547,200416,1
554,200416,6
644,200416,1
651,200416,1
653,200416,1
662,200416,1
664,200416,1
680,200416,6
691,200416,1
692,200416,1
703,200416,1
706,200416,1
713,200416,1
715,200416,2
718,200416,4
741,200416,1
744,200416,1
767,200416,5
769,200416,1
770,200416,3
793,200416,1
794,200416,14
803,200416,1
819,200416,5
836,200416,1
844,200416,1
846,200416,1
849,200416,1
853,200416,2
880,200416,3
898,200416,1
905,200416,1
924,200416,1
947,200416,3
948,200416,1
949,200416,1
951,200416,15
954,200416,7
955,200416,1
969,200416,2
970,200416,1
975,200416,1
977,200416,1
978,200416,1
979,200416,2
980,200416,1
997,200416,2
998,200416,1
999,200416,4
1002,200416,4
1003,200416,1
1004,200416,1
1005,200416,1
1010,200416,1
1014,200416,1
1021,200416,1
1023,200416,1
1025,200416,1
1026,200416,2
1044,200416,2
1045,200416,1
1047,200416,1
1049,200416,1
1050,200416,4
1051,200416,1
1066,200416,1
1067,200416,3
1072,200416,12
1073,200416,4
1074,200416,2
1088,200416,1
1090,200416,1
1093,200416,2
1094,200416,8
1095,200416,7
1096,200416,4
1111,200416,1
1112,200416,19
1114,200416,5
1115,200416,1
1118,200416,2
1119,200416,2
1123,200416,1
1128,200416,1
1133,200416,1
1134,200416,4
1135,200416,1
1136,200416,1
1150,200416,2
1155,200416,3
1156,200416,2
1157,200416,7
1162,200416,2
1163,200416,1
1176,200416,3
1177,200416,19
1178,200416,13
1179,200416,3
1182,200416,2
1194,200416,2
1195,200416,2
1196,200416,3
1197,200416,16
1198,200416,13
1199,200416,1
1201,200416,2
1214,200416,7
1215,200416,23
1216,200416,17
1217,200416,6
1218,200416,4
1220,200416,5
1228,200416,2
1229,200416,27
1230,200416,37
1231,200416,19
1232,200416,5
1234,200416,1
1242,200416,10
1243,200416,19
1244,200416,51
1245,200416,4
1246,200416,1
1256,200416,13
1257,200416,31
1258,200416,21
1259,200416,6
1261,200416,1
1270,200416,4
1271,200416,32
1272,200416,14
1273,200416,3
1282,200416,21
1283,200416,34
1284,200416,7
1294,200416,37
1295,200416,26
1305,200416,2
1306,200416,18
1307,200416,16
1309,200416,1
1318,200416,6
1319,200416,1
1320,200416,1
1328,200416,8
1329,200416,1
1345,200416,1
1349,200416,1
1353,200416,1
1359,200416,1
1363,200416,1
1364,200416,3
1731,200416,2
26,200417,1
31,200417,1
37,200417,2
46,200417,5
56,200417,2
66,200417,1
72,200417,2
84,200417,1
90,200417,1
91,200417,2
111,200417,2
127,200417,4
128,200417,1
139,200417,1
145,200417,1
168,200417,2
190,200417,1
208,200417,2
228,200417,1
232,200417,1
254,200417,11
270,200417,1
272,200417,2
273,200417,1
276,200417,13
277,200417,2
295,200417,4
297,200417,1
298,200417,1
299,200417,5
310,200417,1
317,200417,5
321,200417,1
322,200417,2
349,200417,1
431,200417,3
443,200417,3
458,200417,1
473,200417,1
479,200417,1
491,200417,4
505,200417,1
509,200417,1
527,200417,1
535,200417,1
554,200417,13
557,200417,1
582,200417,1
606,200417,1
610,200417,1
624,200417,1
626,200417,1
640,200417,1
644,200417,5
651,200417,2
662,200417,1
665,200417,2
680,200417,11
682,200417,1
686,200417,1
687,200417,1
688,200417,1
695,200417,1
713,200417,3
715,200417,2
716,200417,1
718,200417,8
719,200417,1
726,200417,1
744,200417,4
745,200417,1
752,200417,1
767,200417,4
769,200417,2
770,200417,1
794,200417,3
819,200417,10
853,200417,1
869,200417,1
871,200417,2
876,200417,1
902,200417,1
923,200417,1
926,200417,1
929,200417,1
949,200417,1
954,200417,10
955,200417,1
969,200417,1
973,200417,3
976,200417,2
979,200417,3
980,200417,4
1001,200417,1
1002,200417,1
1004,200417,4
1005,200417,2
1025,200417,1
1027,200417,2
1028,200417,1
1030,200417,1
1044,200417,4
1045,200417,1
1049,200417,1
1050,200417,3
1054,200417,1
1067,200417,2
1069,200417,1
1070,200417,1
1072,200417,12
1073,200417,3
1074,200417,2
1090,200417,2
1091,200417,1
1093,200417,2
1094,200417,7
1095,200417,6
1109,200417,1
1112,200417,8
1114,200417,1
1115,200417,6
1117,200417,2
1119,200417,1
1120,200417,1
1128,200417,3
1133,200417,1
1135,200417,1
1136,200417,1
1138,200417,1
1149,200417,1
1150,200417,1
1155,200417,2
1156,200417,3
1157,200417,5
1158,200417,2
1159,200417,2
1160,200417,3
1171,200417,2
1176,200417,1
1177,200417,11
1178,200417,6
1179,200417,6
1180,200417,6
1182,200417,1
1194,200417,2
1195,200417,1
1196,200417,2
1197,200417,29
1198,200417,8
1199,200417,21
1200,200417,2
1201,200417,3
1202,200417,1
1213,200417,1
1214,200417,7
1215,200417,17
1216,200417,16
1217,200417,12
1218,200417,4
1220,200417,1
1228,200417,2
1229,200417,17
1230,200417,36
1231,200417,8
1232,200417,6
1233,200417,3
1242,200417,7
1243,200417,17
1244,200417,41
1245,200417,3
1246,200417,1
1254,200417,1
1256,200417,3
1257,200417,28
1258,200417,18
1259,200417,3
1260,200417,1
1270,200417,18
1271,200417,24
1272,200417,12
1273,200417,3
1276,200417,1
1282,200417,54
1283,200417,29
1284,200417,6
1294,200417,28
1295,200417,24
1306,200417,8
1307,200417,2
1308,200417,1
1318,200417,5
1319,200417,5
1324,200417,1
1328,200417,6
1338,200417,1
1348,200417,2
1352,200417,1
1355,200417,1
1362,200417,1
1364,200417,2
1369,200417,1
1719,200417,1
25,200418,1
31,200418,1
46,200418,1
54,200418,1
72,200418,2
82,200418,1
84,200418,2
87,200418,1
109,200418,1
110,200418,1
125,200418,2
127,200418,3
145,200418,1
